cod ISTAT;nome;PM10 media annua  (µg/m3) MIN;PM10 media annua  (µg/m3) MED;PM10 media annua  (µg/m3) MAX;PM10 n° sup. giornalieri VL=50 µg/m3 MIN;PM10 n° sup. giornalieri VL=50 µg/m3 MED;PM10 n° sup. giornalieri VL=50 µg/m3 MAX;PM2.5 media annua (µg/m3) MIN;PM2.5 media annua (µg/m3) MED;PM2.5 media annua (µg/m3) MAX;NO2 media annua  (µg/m3) MIN;NO2 media annua  (µg/m3) MED;NO2 media annua  (µg/m3) MAX;NO2 n° sup. orari VL=200 µg/m3 MIN;NO2 n° sup. orari VL=200 µg/m3 MED;NO2 n° sup. orari VL=200 µg/m3 MAX;BENZENE media annua (µg/m3) MIN;BENZENE media annua (µg/m3) MED;BENZENE media annua (µg/m3) MAX;CO n° sup. max media 8ore VL=10 mg/m3 MIN;CO n° sup. max media 8ore VL=10 mg/m3 MED;CO n° sup. max media 8ore VL=10 mg/m3 MAX;SO2 n° sup. giornalieri VL=125 µg/m3 MIN;SO2 n° sup. giornalieri VL=125 µg/m3 MED;SO2 n° sup. giornalieri VL=125 µg/m3 MAX;O3 n° sup. max media 8ore VL=120 µg/m3 MIN;O3 n° sup. max media 8ore VL=120 µg/m3 MED;O3 n° sup. max media 8ore VL=120 µg/m3 MAX
cod ISTAT;nome;MIN;MED;MAX;MIN;MED;MAX;MIN;MED;MAX;MIN;MED;MAX;MIN;MED;MAX;MIN;MED;MAX;MIN;MED;MAX;MIN;MED;MAX;MIN;MED;MAX
12056057;Vetralla;12;15;16;0;0;0;8;9;10;7;13;17;0;0;0;0.3;0.5;0.8;0;0;0;0;0;0;0;1;3
12060086;Vicalvi;11;14;15;0;0;0;8;10;10;4;6;7;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;10;21;29
12060087;Vico nel Lazio;3;8;21;0;1;10;3;4;9;1;9;34;0;0;0;0.1;0.2;0.5;0;0;0;0;0;0;1;5;11
12058112;Vicovaro;9;12;17;0;0;0;7;9;11;9;20;30;0;0;0;0.3;0.5;0.7;0;0;0;0;0;0;24;28;31
12056058;Vignanello;15;16;17;0;0;1;11;11;12;15;15;15;0;0;0;0.4;0.5;0.5;0;0;0;0;0;0;0;0;0
12060088;Villa Latina;5;6;10;0;0;0;4;5;7;2;4;8;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;2;4;9
12056046;Villa San Giovanni in Tuscia;15;15;16;0;0;0;9;9;10;12;13;13;0;0;0;0.4;0.5;0.5;0;0;0;0;0;0;1;2;2
12060089;Villa Santa Lucia;6;15;21;0;10;22;4;10;13;4;21;41;0;0;0;0.2;0.3;0.5;0;0;0;0;0;0;2;10;19
12060090;Villa Santo Stefano;17;21;22;0;8;14;6;6;7;12;16;18;0;0;0;0.5;0.7;0.9;0;0;0;0;0;0;2;9;15
12056059;Viterbo;12;15;19;0;0;0;8;10;13;8;15;21;0;0;0;0.3;0.7;0.9;0;0;0;0;0;0;0;0;3
12060091;Viticuso;5;5;6;0;0;0;4;4;5;2;3;5;0;0;0;0.2;0.2;0.3;0;0;0;0;0;0;6;10;14
12056060;Vitorchiano;13;15;16;0;0;0;10;11;11;15;17;19;0;0;0;0.6;0.7;0.8;0;0;0;0;0;0;0;0;0
12058113;Vivaro Romano;8;8;9;0;0;0;6;6;7;7;8;12;0;0;0;0.3;0.3;0.3;0;0;0;0;0;0;15;15;18
12058114;Zagarolo;13;15;19;0;0;3;9;11;14;18;26;32;0;0;0;0.4;0.6;0.8;0;0;0;0;0;0;21;34;50
